Date,Keywords,Sentiment_Score
2025-02-28,Ce qui se passe dans le cerveau de quelquun qui a un TDAH shortvideo,0.5
2025-09-30,La neurotransmission de la noradrnaline et de la dopamine jouerait un rle important chez les personnes atteintes dun trouble,0.54
2025-06-05,69 ans diagnostiqugrce ma fille qui est tdaha fait du bien de savoir non traite Je plains les personnes qui travaillent,0.5
2025-07-02,Ce que jai remarqu chez mon fils qui est TDAH cest que ce nest pas un manque dattention ou de concentration mais une multi attention Cet aspect est deja tudi aux Etatsunis,0.54
2025-03-06,Idem que dautres jai aussi un TDAH et je me demande le lien quil peut y avoir ou dautres comorbidits comme les pathologies mentales et le HPI,0.5
2025-06-22,Jai un tdah et tout se qui est papier remplir lire je mets sa de ct,0.5
2025-06-27,c bien mais comment on peut etre consentrer je mapelle miley cyr jai 13 ans et jai jamais ete capable de me consentrer dans aucun court parce que je dessinais mais je suis incapable de faite un seul cours sans dessiner et jai besoin daidesinon je vais jamais reussir ma vie,0.58
2025-05-18,Quels examens fautil faire pour savoir si nous avons notre noradrnaline et dopamine qui fonctionnent correctement Merci beaucoup,0.5
2025-11-29,Moi aussi jai un TDAH Avec troubles de lopposition Je mappelle Tanya Jai 39 ans On a distique 31 ans Maintenant jai 39 ans Je Travaille dans un centre de Jour Mardi et mercredi demie journe et jeudi toute la journe Je prends le transport adapt,0.5
2025-08-18,Bon sang que jaime bien laccent qubcois Bon faut que je rcoute pour entendre lexplication physiologique,0.5
2025-05-06,A lire pour eviter les il semble neuro mania A Moukheiber,0.5
2026-01-13,Voici Pourquoi Vous Ne Devez Jamais Faire De Piercing,0.5
2025-09-05,Renard Malin shorts,0.5
2025-10-13,On est pas comme une vache Cest beau mais il ya des risques dinfections aprs mme que la personne est propre sur elle La peau qui est abme et alors les bestioles peuvent se manifester Dans lavenir Alors les gens et les lovers kitchs Faites gaffes cest un avis personnel laetitia la pianiste Jouer de la musique Au lieu de risquer votre sant pour une breloque,0.5
2025-06-26,Je me suis fait percer ya pas longtemps et bah franchement ya rien,0.5
2025-03-20,OK OK OK jai compris mais ma sur Assia se fait toujours bercer tous les jours avec sa copine se fait percer Sofia la fille de Fatima B Bye et mettez sur la lettre S et a commence par la lettre S Byebye,0.7
2025-03-03,Chez pas pourquoi mais enfaite Vous voyez limage derrire ou il enlve la salet bah moi enfaite je trouve sa trop satisfaisant sils vous plat ne dite pas que je suis bizarre si il y a des gens comme moi on se mari HUMOUR,0.66
2025-08-11,Voici pk il ne faut jamais ce perceeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee elle pense rarement au consquennnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnce,0.5
2026-02-25,Perse roi argien est un hros de la mythologie grecque Perse est le fils de Dana fille du roi dArgos Acrisios Ce dernier averti par un oracle que son petitfils le tuera enferme sa fille dans une tour dairain ce qui nempche pas Zeus de la sduire sous la forme dune pluie dor,0.5
2026-02-21,Plus de 20 ans que mon nombril est perc Aucune infection jamais,0.5
2025-04-11,Je nai jamais fait a et je ne le ferai jamais,0.5
2025-12-28,Maaaaaaiisss cccccceeeeesssssttttt jjjjuuuuussssttttttee uuuuunnnnnnnneeeeeee qquuuueeeessssstttiiiiooonnn dddddhhhhhhhhhyyyyygggggiiiieeeeennnnneeeeecrire comme tu parle est un peu long,0.48
2025-03-13,Voil pour quoi vous devez jamais metre un like a cette vido ce gars ces un con il ces pas parler et il casse les timpermabilise a tout le monde avec sa faon de parler metter un pouce en bas pour quil arrte et que ces vido sous supprimer,0.5
2025-12-25,Et moi je parle comme sa pour avoir plus de vuuuuuuuuuuuuuue et de liiiiiiiiiiiiiiiiiiiik,0.5
2025-04-20,Si on peut il faut juste nettoyer cette endroit pendant une douche ou sinon bah dsinfecter 1 mois et demi aprs le perage,0.5
2025-09-18,Testing out BAM Bamboo Clothing DARETOWEARLONGER,0.5
2025-11-10,Testing out BAM Bamboo Clothing DARETOWEARLONGER Hi friends In todays video Im testing out BAM Bamboo,0.5
2025-04-23,Update How did they hold up after 3 years And are they durable as the name suggests,0.5
2025-04-27,Are we able to get BAM in South Africa And how do they get these beautiful colours,0.77
2025-03-22,Its illegal in the USA to label a fabric as bamboo fabric Its Rayon Viscose Lyocell with no mention of origin of the pulp thats made into cellulose fibers So in UK their label and or advertising may be different Definitely they wont be selling BAMboo or whatever at Target or Walmart here,0.43
2025-06-09,cette vido est pour vous la famille ventura LaFamilleVentura,0.5
2025-09-28,La famille Ventura je vous aime bien je vais venir avec vous faire des vidos je vous aime trop au revoir la famille Ventura je viens demain,0.5
2025-12-10,Jai envie de vivre avec vous je vais pleurer pour du vrai,0.5
2025-03-25,Vive la famille Ventura je rve de vous voir,0.5
2025-09-25,Je vous adore tellement famille Ventura jaimerais tellement vivre avec faites plaisir de te lire mon commentaire il venait en France St Meard de Cursol,0.5
2026-01-09,personne peut la remplacer la famille Ventura cest les meilleurs youtubeurs du monde,0.5
2025-03-05,Vraiment mon rve cest de voir la famille Ventura je ladore,0.5
2025-11-01,La famille voiture et licitation Mika Vitali bravo la famille,0.5
2025-02-10,On aime la famille ventura plus qui nous aime eux,0.5
2025-04-20,Estce que vous avez t Montral la famille Ventura Dismoi dans les commentaires et donnemoi des Like,0.5
2025-05-13,Je veux vivre avec vous la famille Ventura je fais a la famille Venturaaaa,0.5
2025-12-06,La famille Ventura vous tes des clowns hahaha vous tes nuls,0.58
2025-11-02,Les Leggings de chez BampT Sports,0.5
2025-06-08,Retrouvez tous nos leggings sur la boutique officielle BT Sports httpsbtsportscom Confortables et tendances ils seront,0.5
2025-03-10,Selfdefense on dfie une prof d39akido,0.5
2025-11-30,Attaquer pour se dfendre comment assurer sa scurit dans la rue On est parti prendre des cours dAkido avec des,0.5
2025-09-22,cest la que tu vois que faire du jjb te permet de voir ce qui marche ou pas dans la rue ou sur le tatami,0.5
2025-02-10,Ce quelle fait semble facile cest parce que cest le rsultat de dizaines dannes de pratique intensive Merci,0.5
2026-01-11,A quand le retour a lakido dorigine sans la censure de technique juges trop dangereuses Et ensuite moderniser sur cette base Le problme cest le chemin emprunter depuis 45 et ses maitres qui lacceptent A la base les pratiquant avait dautres pratiques a ct lart du sabre etc etc et pour etre 1 er ou 2 eme dan fallait presque y consacre sa vie la ou il maintenant ya des 3 5 dans A la base cetait fait pour les champs de bataille en derniers recours pour se defendre avec en plus a cote lapprentissage de coups sols et le corps a corps Faut arreter de comparer ce qui ne lest pas Cest un art matial ou le but etait de neutraliser ou tuer Avec nos lois de lgitime defense ce nest plus pratiquable Comme un boxeur mma bice thai etc etc si tu te defends ta un grand risque de finir en tole Et puis on oublie quil y a des arbitres et regles dansses sports contrairement a la rue ou le seul but est la survie Pas pour rien que larme conditionne les soldats a ce mettre en mode survie,0.31
2026-02-18,Quand tu sais quun low kick peut te faire boiter deux jourstu nuances tres vite cet art martial est beau comme un spectacle,0.5
2026-02-22,C est drle quand mme a marche a marche pas N importe quel pratiquant d art martial vous dira dj que a donne un tel confiance en soi que l ventuel assaillant se mfie ne serait ce que de savoir se mettre en garde correctement Ensuite bien sr toujours l extrme etc le couteau etc mais bon 80 des agressions sont purement manuelles En tout cas je peux vous garantir que efficace ou pas ma fille de 11 ans sait se dgager d une prise de bras ou de fringue avant ou arrire en 2s et mme si tu fais 100 kg elle te petera le poignet si elle a envie en tout cas c est un des rares art martial sans catgorie de poids c est un signe Bon moi ce type de reportage etc que c est efficace ou pas je trouve a dbile Si tu veux faire du self defense alors oui ne fait pas d aikido t es pas dans le bon tat d esprit dj Passe ton chemin PS un imbcile nous parle de son prof agress qui a ramass mchant Oui je connais des exemples inverses Et les agresseurs ont fini a lhpital comme quoi,0.5
2025-06-30,jai ador cette prsentation dynamique et positive de ctte professeure dAikido Bravo,0.59
2025-06-30,lagresseur cest le baptou fra lol pas besoin dart martial tu lui souffles dessus et cest fini,0.66
2025-07-09,Lakido est totalement inefficace face une attaque rapide brutale et sans aucune rgle Ceux qui vous font croire le contraire sont des charlatans ou des ignorants de toutes ralits des agressions en pleines rues Leurs techniques emberlificotes sont inapplicables et relvent de la fantaisies,0.5
2025-10-14,Encore et toujours cette rengaine concernant lakido et lefficacit Si je mets en application les techniques dakido pour quil soit efficace et bien je fais de lAikijujutsu Laikijujutsu tant lorigine de cet art martial,0.5
2026-01-06,Tout art martial est bon si tu sais ten servir Bruce lee,0.5
2025-08-20,Ce sont des gens dangereux pas par leurs techniques mais parce quil font croire aux pratiquants quils vont faire des merveilles avec leurs jupes sans parler dexpert en face dun frappeur ou dans un combat dur ils vont au cassepipe choisissez plutt le judo la boxe le Sambo le karat des annes 70 ou le kyokushin,0.5
2025-12-26,Pour voir ce que lakido donne en live faut regarder les premiers films de Steven Seagal Lol,0.69
2025-08-11,Non mais srieux Arrtez avec vos dmos chorgraphies tant dans la police tous ces pseudos art martiaux ne servent rien sauf faire des dmos lors des forum des coles Les agresseurs ne sont jamais aussi consentants et n attendent pas les rponses des victimes Ridicule La self dfense na rien voir avec des arts martiaux qui ne servent rien Hors cadre sportif,0.5
2025-04-12,Cest bien pour des fight la maison de retraite tu sera prt,0.5
2025-09-05,A cette question courante et dbile on va essayer de rpondre avec perspicacit Pouvonsnous nous dfendre efficacement avec un ArtMartial Bah l rponse est dans la question car ArtMartial signifie Art de la Guerre et donc une fois la ceinture noire atteinte vous devez tre normalement en mesure de pouvoir faire face a tout type dagressions ou dagresseurs car le but ultime des Arts Martiaux est de pouvoir faire face a tout types dattaques et dagresseurs dans nimporte quel endroit ou situation o lon se trouve lentranement quotidien au dojo sert a prparer physiquement et mentalement le matre en Arts Martiaux face aux altercations et pripties du quotidien et tant donn quil est quasi rare voir trs peu probable de tomber sur un ou plusieurs agresseurs champions spcialistes ou experts en Arts Martiaux eh bien dans la majorit des cas nimporte quelle ceinture noire aura toujours le dessus sauf si lagresseur est muni dune lame ou dun revolver dans ce cas prcis la dfense sera trs trs difficile et il y a rarement de seconde chance nayez pas peur de frapper fort sur les zones les plus sensibles de votre agresseur et quil se retrouve a lhpital o autre part JKD,0.46
2025-08-07,Moi je l endort d un seul gifle de cow boycroyez moi son aikido lui sera inutile,0.45
2025-04-29,Apres je peut jouer ma maison que si la dame tombe sur un vrais agresseur elle vera que cest absolument pas realiste,0.5
2025-08-03,Je rpond non cest plus pour lesprit et le coter artistiqueen terme defficacit cest comme le karat dconnecter,0.5
2025-04-06,tu parles jen ai fait 3 ans et jai arrt comme loisir cest sympa mais comme art martial cest 95 de bullshit Laikido marche si tu as un haut niveau et que tu es attaqu par un dbutant dsarm et pas hyper motiv ouais la dans ce cas tu peut le maitris dans toutes les autres situation si tu te contente de laikido tu es mort,0.5
2025-02-03,JESUS Comes Soon REPENT from all your SINS Let us LOVE one another LOVE your enemies Let us FORGIVE one another FOR HEAVEN is great but HELL is real Eternal flame JESUS LOVES us and we WORSHIP Him,0.7
2025-05-23,JESUS Comes Soon REPENT from all your SINS Let us LOVE one another LOVE your enemies Let us FORGIVE one another FOR HEAVEN is great but HELL is real Eternal flame JESUS LOVES us and we WORSHIP Him,0.7
2025-07-26,Pourquoi supprimer mon commentaire Je disais juste que tourner des poignets une fois par semaine dans un cadre confortable ntait pas suffisant pour savoir se battre no offense,0.5
2025-10-21,Sa marche avec un gars qui a 3 grammes dans le sang,0.5
2025-03-26,Moi je pense arrter cest pas terrible en matires de dfense jarrive matris un 3 dan av mon gabarit alors que je suis ceinture verte lol,0.46
2025-12-12,Mytho jitsu 1 million de pour cent pour se defendre en revanche je pense que cela peut etre bien pour les personnes ages pour une pratique bien tre sportive histoire de bouger,0.5
2025-08-05,Hlne Dou est une excellente enseignante dAikido Elle explique clairement et professionnellement les mouvements et ce toujours dans la bonne humeur En outre elle propose un Aikido beau techniquement mais dynamique et plutt martial ce qui est fort intressant et pas toujours le cas dans dautres clubs qui ne privilgient souvent quun des aspects,0.5
2025-07-26,LAikido cest efficace mais ce nest pas complet pour se dfendre contre des agressions Si tu rates ta prise tes oblige de passer en mode frappe directe Et enfin une attaque au couteau a ne se passe pas comme a,0.5
2025-12-31,Celui qui gagne les bagarres cest celui qui na pas plus de dents,0.5
2025-03-29,Pourquoi precise telle arts martial non violent Aucuns arts martiale ne lest,0.45
2025-10-03,il ny a que 2 sports valable en self dfense 1 la course 2 lescalade si on arrive dans un cul de sac Tous les autres ne servent que si vous tomber sur un adversaire avec des conditions de combat gal au votre seul meme corpulence meme niveau technique etc ce qui narrive jamais dans la rue,0.5
2025-09-05,Personnellement jai fait du karat pendant 10 ans non pour de la comptition mais pour mentretenir et par amour de la culture japonaise Un jour un type noir ma dclench un direct latral parce que je lavais regard en passant Jai t jete terre par le coup rsultat triple fracture du nez et lunettes casses Je navais rien vu venir Donc jai ralis que le travail en dojo a peu voir avec la ralit de la violence de la rue En effet dans les entranements on anticipe les mouvements de lautre Mais dans la violence dans la rue cest le stress qui fait la diffrence,0.54
2025-03-20,Laikido cest la pipe en bois Du Bullshido ou mythojutsu au choix,0.5
2025-03-11,Tu veux partir Bali Regarde cette vido dabord,0.5
2025-08-15,Deviens libre grce une comptence simple en moins de 90 jours httpsyoutubeDXObad23m0QsisnSNIpA8LmYnJ3E1,0.5
2025-09-05,Toi aussi tu veux pouvoir voyager Bali tout en travaillant Je texplique tout ici httpsgomalibertedigitalecomorganiqueoptinutmsourceyoutubeorganiqueutmmediumytjustineutmcampaign30CHOSESC380SAVOIRAVANTDEVISITERBALI,0.5
2025-11-29,Bonjour questce que cest ce point numro 24 on a rien comprismerci,0.5
2025-12-09,Cc je vis ici depuis 2 semaines ravi de te voir si tu veux,0.5
2025-06-07,Merci pour cette vido trs informative Je reviens de Bali mais mon mari tait prpar pour toutes ces infos Tu aurais un conseil pour prparer le copi Bali,0.5
2025-03-26,Cest possible de travailler sur Bali Dans un htel par exemple,0.5
2025-02-15,Bali est une ile envahie par le plastique jet par les locaux exclusivement Il y en a partout mme tout le long du trek du mont Agung et au sommet Aprs 20 ans de voyage essentiellement en Asie et aprs Bali jai dcid de rester en Europe et de ne plus voyager Je suis dgot de ltat de la plante Et jai bien conscience que nous en sommes tous responsables Si vous aimez notre mre Terre restez chez vous et arrtez de suivre les influenceurs qui sont des menteurs et ne vous montrent quune version de la ralit Tout est une histoire de cadrage de la photo,0.48
2025-12-29,Splendide vidoune nouvelle aventure que des choses merveilleuses dcouvrir vous nous faites toujours voyager merci,0.5
2025-11-19,Bonjour jai quelques questions je voulais y aller trois semaines mais cest trop long alors pour vous Et le cash je le retire que de l o je peux dj retirer de la Belgique,0.48
2025-10-13,Bonjour Y a til beaucoup de serpents Bali Je suis un peu stress avec a,0.5
2025-11-25,Que pensezvous de partir Bali en Novembre Est ce quand mme une bonne priode Merci,0.5
2026-01-30,tesvous encore disponible pour vous poser des questions sur Bali,0.5
2025-06-23,Bonjour nous devons faire un circuit avec nos 2 enfants en aout est ce quon pourra bien en profiter car nous avons vu quil y avait beaucoup de monde a cet periode a lanne et sa nous avons peur que sa gache tout Quel est la plus belle plage a faire,0.5
2026-01-30,Bonsoir Merci pour ta vido Jai le projet daller Bali en Avrilmais je vois que sur beaucoup de site cest encore la saison des pluies Je vois que sur ta vido tu indiques quavril est une bonne priodepourrais tu me rassurer ce niveau l Autre chose concernant le mont batur est il ncessaire davoir un bon niveau de marche Ou cest faisable pour une personne nayant pas lhabitude de faire des excusions Dernier questionPour une dizaine de jourquel endroit me conseillerais tu Merci pour tes rponses,0.5
2025-02-06,Bon rsum de Bali un scooter c est 6 par jour soit 100000 Roupia mais attention si vous ne savez pas conduire n en prenez pas prenez plutt un Gorjek taxi car il n y a pas de code de la route et aucune limitation de vitesse donc le taux de mortalit y est lev Evitez les produits de la mer car les normes d hygine est nulle vous pouvez vous rendre au march aux poissons Jimbaran l odeur pique les yeux les poissons stagne a l air libre et les frigolites dentreposage sont nettoy au savon et sang de poisson pour la pche du lendemain donc attention si vous ne voulez pas tomber malade par des parasites quelconque toutes drogues est strictement interdites les Gorjek vont vous en proposez mais n en prenez surtout pas car cest prison et hopital Le visa est dispo l aeroport pour 30 validit 30 jours renouvelable 1 fois Faites attention au soleil car il ne rigole pas cest pourquoi les Balinais roulent toujours avec un gilet longue manche Ne faites pas le change de votre monnaie dans un bureau de change car les commission y sont leve prenez directement aux distributeurs taux denviron 3,0.5
2025-07-10,Tes vido son dune trs bonne qualit bravo continue comme a et du coup ta visit quel pays dans ta vie en tout Et maintenant tu vis toujours l bas En tout cas bon courage et je te souhaite que du bonheur bravo,0.5
2025-09-17,Bonjour Pour le change on le fait laroport Merci,0.5
2025-10-27,Merci beaucoup ctait trs intressant Vous tes En France en ce moment,0.5
2025-10-29,Des recommandations spciales pour les couples Faut il se mfier des logements sur Airbnb Combien fautil prvoir pour un sjour dit idal pour un couple Bali et combien de temps,0.5
2025-06-02,Merci beaucoup pour cette vido bien sympas direction Bali dans quelques semaines,0.5
2025-07-22,Bonjour je voudrai savoir si le mois de novembre est une bonne periode pour visiter bali Merci davance,0.5
2026-02-23,Bonsoir suis de Marseille je rve d aller Bali avec tes conseils on s y crois Comment faire pour aller sur l le Nousapelida MERCI POUR TA REPONSE,0.5
2025-03-07,Je rajouterai pour y avoir passer 15 jours en juin quil faut avoir le cur bien accroch qnd la condition animal les chiens et chats dont ts galeux agressifs blesss Durant mon sjour je nai vu des animaux en bon tat que dans les rizires dUbud La 2eme chose est que le pays est une dcharge ciel ouvert il ny a pas de ramassage pas de poubelles publiques et ce nest pas dans la culture des balinais La pollution ils ne connaissent pas ils brlent leurs dchets au milieux des champs et les egoux dont aux bords de pseudo trottoirs mm les sites payants sont des tas dordures et bcp de plages des amoncellement de dchets plastiques Mm dans la jungle de Sidemen les ruisseaux sont infests de dchets Mais la beaut de certains sites la vgtation et la faune en font un beau pays mais qui dans qlqs annes si rien nest fait ne sera plus visit ce qui est dommage pour eux les touristes sont l premires ressources du pays Ils sont extrmement pauvres sil nont plus les touristes ce sera pire En esprant que le gouvernement agisse vite,0.5
2025-02-17,Gnial merci beaucoup Je veux aller Bali en septembre 3 semaines environ et je me demandais dans quels endroits marrter par i par l et comment y tait la vie et ses coutumes,0.5
2025-04-14,Ces franais voyagent si mal pour exemple ils sont dtests en Thalande,0.5
2025-11-05,Coucouuu je suis Quebecoise je part pour bali dans une vingtaine de jour et je me demandais est ce quil y a des vaccins que je devrais me faire faire,0.5
2025-10-22,Noublie pas de parler des risques levs de tremblement de terre On a vcu ceci mme si on tait sur les Iles Gili lombok mais notre voyage paradisiaque de ce super Bali sest malheureusement transform en enfer en 2018 avec une alerte Tsunami qui heureusement na pas eu lieu sinon nous ne serions pas la pour commenter ton excellente vido Salutations,0.63
2025-12-03,Bonjour peuxtu indiquer quelques endroits o on peut retirer de largent merci,0.5
2026-02-26,Comme vous tes trop belle et charmante Justine Merci pour cette vido Cet t pour 12 jours Bali,0.5
2026-02-01,Est ce que cest facile de rester quelques mois pour les digital nomades O rester plusieurs mois de prfrences,0.5
2025-12-05,Merci beaucoup Dpart cet t pour 3 semaines Jai hte,0.5
2025-12-17,Bonsoir en cherchant quelques vidos je suis tomb sur la tienne car je pars pour Bali demain pour deux semaine et je voulais savoir si il y avait des risques pour les baignades requins ou autre,0.5
2025-02-01,Super vido merci Quelles villes me conseillent tu pour loger pour un sjour de 2 semaines,0.63
2025-08-02,Tu nas pas parl si il y a la fibre ou pas Je ne refuse de vivre sans fibre et je ne veux plus jamais revivre lADSL,0.5
2025-07-28,Super pour ta vido tu as bien rsum lessentiel Est ce que tu as des adresses incontournables de spots sympa ne pas rater sur lile que ce soit resto plage htel balade je compte my rendre au mois de juillet pour 2 semainesMerci davance pour tes conseils,0.63
2026-01-09,Bonjour concernant lalcool cest autoris sur place On en trouve facilement Merci pour cette video,0.5
2025-02-21,Bonjour Merci pour la vido Elle est top Une question Y a til des DAB scuriss dans laroport de Bali notre arrive afin de pouvoir retirer,0.7
2025-02-03,MEGA TRYON HAUL AUTOMNE 2018 CONCOURS Calvin Klein Zara Zaful,0.5
2025-05-27,Pour participer au CONCOURS rendezvous sur mon compte Insta lenadorable ABONNETOI ICI,0.5
2026-02-14,Trop cool ta vido Moi aussi la chemise pois de chez Zara me fait de loeil mais cest vrais que son prix me retient un peu p Jai aussi craqu pour le motif lopard mais dans une robe Bisou Lna,0.64
2026-02-14,Canon cette vido a se voit que le montage est bien fait et juste ta joie de vivre fait trop plaisir regarder Je valide toujours autant,0.5
2025-06-04,Jadore trop les habits que tu as choisi et ton fond est trop beau,0.5
2026-01-11,Je suis tombe par hasard et je te trouve toute mignonne toute douce,0.5
2025-02-07,Surper ta vido par contre cest quoi la musique quon entend en fond,0.5
2025-11-05,ta vido est gniale on adore bravo toi si cela te tente viens voir ma chane je dbute lm debbchou merci ma belle,0.5
2025-09-06,Trop belle vido je suis trop contente que tu est sorti une nouvelle vido je nai pas instagram pour le concours mais ce nest pas grave gros bisous,0.5
2025-07-04,Jadore ta faon de prsenter et tout Pareil quand tu raconte pr les affaires dcole je suis l mme merci pr ce concours au top,0.7
2025-03-11,Holaaa Mais attend cest la premire fois que jentends ton accent du sud aussi prononc Marseille te russi Eh jaime beaucoup trooop tes achat bon comme dhab hein En tout cas a me fait toujours autant plaisir de voir tes vidos,0.5
2025-04-14,Cest horrible de voir cette vido a me rappelle tellement quel point tu me manques,0.1
2025-11-24,Rien dire sur la video On a exactement les mmes gots haha jadore tu es toujours aussi magnifique et souriante pleine de joie de vivre Cest toujours un grand plaisir de regarder tes vidos ma belle lena pleins de besos de la suisse,0.64
2025-04-30,Moi je suis plutt chocolat chaud enfaite cest surtout que jai pas lage pour boire du caf,0.5
2025-03-12,Holaaaa Pour participer au concours rendezvous sur mon compte INSTA lenadorable merci mille fois pour tous vos coms jai pass tarpin de temps sur le montage BESITOOOOS XOXO,0.5
2025-06-05,Jaime beaucoup les articles de ta vido je pense me prcipit sur ton concours,0.5
2025-03-29,Evelyne Dheliat plaque pendant sa mto sur TF1,0.5
2025-11-14,Nous sommes encore sous le choc La Coupe du Monde de Rugby 2015 sur TF1 httpbitly1W00brh,0.5
2025-04-08,Wsh je cherchais une video et la je tombe sur sa,0.5
2025-08-20,Jai cherch sur youtube oblix baffe romains vol plan pour retrouver une scne bien prcise que javais en tte que je nai pas trouve ceci dit Je me suis retrouve devant la vido dEvelyne en train de se faire plaquer Je suppose que cest une romaine et lui Oblix,0.5
2025-08-08,On est en 2026 et a me recommande a Trs bonne suggestion Youtube,0.5
2025-03-06,Haha Je pense mtre perdu cest drle de voir que la vido a 10 ans aujourdhui,0.58
2026-02-18,Comment on peut tomber ldessus 10 ans aprs En cherchant vous du film Rendezvous au tas de sable Toute me charitable capable de mexpliquer le putain de rapport entre les deux est plus que bienvenue Ou alors jai encore une fois confondu entonner du Gotainer avec entonnoir pour cubitainer,0.66
2025-07-18,I saw this by chance and it was even funnier than I expected,0.46
2025-11-06,Moi je suis tomb dessus en me perdant sur ytb cause de fatal bazooka,0.5
2025-06-19,Du soleil pour certains mais de on ne connaitra jamais la suite de la phrase ripevelyne,0.5
2026-02-25,Ses marrant tout le monde est joyeux et personne critique alors quand 2025 ses pas pareil vous vivez le prime de la vie,0.5
2025-05-30,Qui na pas remarquer que cest du montage Jpense que je suis la seule en 2025,0.5
2025-10-15,10 ans 10 ans il a fallu pour que lalgorithme me donne le droit dassister cette ppite,0.5
2025-10-18,11millions de vues cette merde Elle date de 10piges et elle tait dans mes recommands mdr,0.5
2025-10-10,Je chercher un tuto pour faire un pere noel coincer dans la chemine et je vois ca bientt 2026 bonnd ftes a tous,0.5
2025-10-05,Ce laxisme ba kagne,0.5
2025-08-01,Au Sngal lorsquun accident survient cest Dieu qui la voulu Les voyages en voiture ou en bus sont devenus stressants,0.5
2025-02-02,Li ba kagne chauffeur bou irresponsable ak ay client passage youy fowe sen baken a cest grave ani montage police wala gendarmerie yi bus bi romb di nekh le ay 2000milles zki 500milles baken dou diay rew ay masla dou ko avance lo tout a cest ltat qui est faible yas pas ds sanctions nou nek chauffeur bus yi deff cest pas normal li bokou si jub jubal ak jubanti wawaw,0.56
2025-03-02,Vraiment si cela aboutissait un accident cest une suicide,0.5
2025-04-07,Nous les foutanque qui vonts voyage toujours nous sommes en danger,0.5
2025-03-29,a cest quoi a cest quoi les gars mettre les emails cest comme si que tu mets les moutons mais a cest grave cest grave cest grave,0.5
2025-12-26,Au Sngal y a trop de laisser aller sur la route,0.5
2025-02-02,Mais tu es fou le Sngal va dvelopper toi qui ne va pas dvelopp ta gueule et tu peux la fermer,0.5
2025-08-03,a date de longtemps mme le chauffeur est au Etats Unis environ un an,0.5
2025-04-18,Mon problme est pourquoi les passagers ont accepts de monter dans ce bus,0.5
2025-10-20,Linga bougone mou danou nga publi ko am ay vue khmo ln auto G dou nimporte quel auto mbir yi nk si souf bo khamoul rk khamo,0.5
2025-06-24,Population bi tmt niom sen xel dall na lii nga dougu tokk ci niiii laise,0.5
2025-11-08,Cest mon petit frre qui a film cest au niveau du romp point sips de bountou pikine et il lavait dnonc au policiers et ils ont rcupr le permis du chauffeur,0.5
2025-07-09,Jusqua ce quon reglemente notre Jub Jubeul Jubanti car cest limpression cest appliqu dun seul cot Ce bus a dpass combien de Policier et Gendarme Mais ces derniers yakamti wou ngu loudoul guis yango ak auto sans plaque,0.5
2025-07-05,Dj auto bi a 1er vu gay khamni organe yi bakhaoul mtx mouy pencher a ce point visite technique bakhoul gay graiss rek dem Ga nieuw les agents de contrle routier pas besoin de prsent ay papiers yoral 2k rek En gros Sngal cest un pays danarchie bourr de corrompu aprs lou khew niou tat bi patati gouvernement patata Sarap liiii wayy Lima nkk Sngalais rek moma mti,0.67
2025-06-08,problem bi moy gnissi biir nenagne ay nite lagne ndah kou nite dou yek si lii mouy daw,0.5
2025-09-10,Pays de merde kholal ma li rek Cest du nimporte quoi,0.5
2025-03-13,Le problme cest pas Le chauffeur mais plutt les Gendarmes combien de montage il a dpasser avant darriver destination Allah bakhena,0.5
2025-10-27,t pourtant rombbna aay nahhuu policier si yone bi m daraa halis rek lane gueum,0.5
2025-03-08,Aye waye mangi dioubaeti sama tlephone bi sahh di bagne mou danou,0.5
2025-09-19,NASTYGAL WINTER 2020 500 TRY ON HAUL DARCIA DORILAS,0.5
2025-09-25,nastygal nastygalsdoitbetter MagicLinks BEIGE SET httpsgomagiklyml138ak BLUE COAT httpsgomagiklyml138al,0.5
2025-09-12,Blue teddy coat and the bandage dress are beautiful pieces Can you link the bandage dress if you can,0.67
2026-02-20,Looking so beautiful pregos as always all the pieces were,0.84
2025-08-04,Omg I love everything Also Darcia youre so pretty and the pregnancy fits you so well and I love your energy in this video,0.67
2025-08-03,Girl this baby boy got you looking so beautiful wth,0.84
2025-03-07,Yassss gurlthe 1st outfit with makeup and all is bombu look so cute,0.7
2025-02-11,Waiting for your video to come out every single day pretty mamaaaa I looooove the beige and white set,0.52
2026-01-09,I just posted a try on haul on my YouTube channel I got a white oversized sweatshirt in my haul with the word woman on it and I almost got black and now youre making me want to order from nastygal and get the black one you showed The black boots you got were super cute on you,0.52
2025-03-08,DO YOU SEE THIS COAT Yesss its gorgeous on you PERIOD lmao you know me girl,0.76
2025-07-10,Love the clothing haul I love the black and white dresses Hope you stay happy and healthy,0.64
2026-02-09,Darcia Darcia Loving the makeup look and the pregnancy life is looking so cute on you,0.72
2025-11-17,Lovely Video as always Road To 100K They all look hella cute on u You Are freAking Pretty Makeup so lovely Happy Good night as well Have A bless week Stay Safe alwayS,0.71
2025-10-24,Hi Darcia Dorillas I like your content I love watching your videos,0.7
2026-01-09,huge halara activewear tryon haul my honest review on the trendiest leggings sets I itisnirina,0.7
2025-07-03,Follow me on instagram httpinstagramcomitisnirina Mental health always matters Take care of yourself be nice to others,0.6
